5.000000,0.015191
5.050000,0.014186
5.100000,0.013404
5.150000,0.016878
5.200000,0.023527
5.250000,0.028876
5.300000,0.035871
5.350000,0.042669
5.400000,0.056911
5.450000,0.079993
5.500000,0.107338
5.550000,0.133696
5.600000,0.159453
5.650000,0.184633
5.700000,0.210255
5.750000,0.238542
5.800000,0.269306
5.850000,0.302410
5.900000,0.338942
5.950000,0.378651
6.000000,0.422172
6.050000,0.469898
6.100000,0.520290
6.150000,0.575928
6.200000,0.633743
6.250000,0.692853
6.300000,0.752235
6.350000,0.805921
6.400000,0.849850
6.450000,0.884006
6.500000,0.905654
6.550000,0.915088
6.600000,0.924523
6.650000,0.933958
6.700000,0.943392
6.750000,0.952827
6.800000,0.962262
6.850000,0.971696
6.900000,0.981131
6.950000,0.990565
7.000000,1.000000
7.050000,1.000000
7.100000,1.000000
7.150000,1.000000
7.200000,1.000000
7.250000,1.000000
7.300000,1.000000
7.350000,1.000000
7.400000,1.000000
7.450000,1.000000
7.500000,1.000000
7.550000,1.000000
7.600000,1.000000
7.650000,1.000000
7.700000,1.000000
7.750000,1.000000
7.800000,1.000000
7.850000,1.000000
7.900000,1.000000
7.950000,1.000000
8.000000,1.000000
8.050000,1.000000
8.100000,1.000000
8.150000,1.000000
8.200000,1.000000
8.250000,1.000000
8.300000,1.000000
8.350000,1.000000
8.400000,1.000000
8.450000,1.000000
8.500000,1.000000
8.550000,1.000000
8.600000,1.000000
8.650000,1.000000
8.700000,1.000000
8.750000,1.000000
8.800000,1.000000
8.850000,1.000000
8.900000,1.000000
8.950000,1.000000
9.000000,1.000000
